"skill_id","name","cost","max_level","type","spellid","prereq_skill","prereq_minpoints","spell_type","spell_refresh","classes","class_type","cost_inc","aa_expansion","special_category","account_time_required","level_inc","eqmacid"
"116","Fear Resistance","2","3","2","4294967295","4294967295","0","0","0","33722","55","2","3","4294967295","0","0","31"
"119","Finishing Blow","2","3","2","4294967295","0","0","0","0","33722","55","2","3","4294967295","0","0","32"
"122","Combat Stability","2","3","2","4294967295","4294967295","0","0","0","65534","55","2","3","4294967295","0","0","33"
"125","Combat Agility","2","3","2","4294967295","4294967295","0","0","0","65534","55","2","3","4294967295","0","0","34"
"128","Mass Group Buff","9","1","3","4294967295","4294967295","0","1","4320","60508","59","0","3","4294967295","0","0","35"
"129","Divine Resurrection","5","1","3","2738","80","3","2","129600","4","59","0","3","4294967295","0","0","36"
"130","Innate Invis to Undead","3","1","3","2739","4294967295","0","3","7","2052","59","0","3","4294967295","0","0","37"
"131","Celestial Regeneration","5","1","3","2740","80","3","4","4320","4","59","0","3","4294967295","0","0","38"
"132","Bestow Divine Aura","6","1","3","2741","4294967295","0","5","8640","4","59","0","3","4294967295","0","0","39"
"133","Turn Undead","3","3","3","2776","4294967295","0","6","4320","4","59","3","3","4294967295","0","0","40"
"136","Purify Soul","5","1","3","2742","4294967295","0","7","4320","4","59","0","3","4294967295","0","0","41"
"137","Quick Evacuation","3","3","3","4294967295","4294967295","0","0","0","4160","59","3","3","4294967295","0","0","42"
"140","Exodus","6","1","3","2771","4294967295","0","3","4320","4160","59","0","3","4294967295","0","0","43"
"141","Quick Damage","3","3","3","4294967295","92","3","0","0","4160","59","3","3","4294967295","0","0","44"
"144","Enhanced Root","5","1","3","4294967295","4294967295","0","0","0","64","59","0","3","4294967295","0","0","45"
"145","Dire Charm","9","1","3","4294967295","4294967295","0","15","4320","18496","59","0","3","4294967295","0","0","46"
"146","Cannibalization","5","1","3","2749","1000","3","2","180","1024","59","0","3","4294967295","0","0","47"
"147","Quick Buff","3","3","3","4294967295","4294967295","0","0","0","17408","59","3","3","4294967295","0","0","48"
"150","Alchemy Mastery","3","3","3","4294967295","4294967295","0","0","0","1024","59","3","3","4294967295","0","0","49"
"153","Rabid Bear","5","1","3","2750","4294967295","0","3","7200","1024","59","0","3","4294967295","0","0","50"
"154","Mana Burn","5","1","3","2751","1000","3","7","8640","4096","59","0","3","4294967295","0","0","226"
"155","Improved Familiar","9","1","3","2758","0","0","8","420","4096","59","0","3","4294967295","0","0","52"
"156","Nexus Gate","6","1","3","2734","4294967295","0","2","4320","4096","59","0","3","4294967295","0","0","53"
"158","Permanent Illusion","3","1","3","4294967295","4294967295","0","0","0","16384","59","0","3","4294967295","0","0","55"
"159","Jewelcraft Mastery","3","3","3","4294967295","4294967295","0","0","0","16384","59","3","3","4294967295","0","0","56"
"162","Gather Mana","5","1","3","2753","1000","3","3","8640","16384","59","0","3","4294967295","0","0","57"
"163","Mend Companion","5","1","3","2752","4294967295","0","2","2160","43008","59","0","3","4294967295","0","0","58"
"164","Quick Summoning","3","3","3","4294967295","4294967295","0","0","0","8192","59","3","3","4294967295","0","0","223"
"167","Frenzied Burnout","6","1","3","2754","4294967295","0","14","4320","8192","59","0","3","4294967295","0","0","60"
"168","Elemental Form: Fire","3","3","3","2795","4294967295","0","4","900","8192","59","3","3","4294967295","0","0","61"
"171","Elemental Form: Water","3","3","3","2798","4294967295","0","4","900","8192","59","3","3","4294967295","0","0","62"
"174","Elemental Form: Earth","3","3","3","2792","4294967295","0","4","900","8192","59","3","3","4294967295","0","0","63"
"177","Elemental Form: Air","3","3","3","2789","4294967295","0","4","900","8192","59","3","3","4294967295","0","0","64"
"180","Improved Reclaim Energy","3","1","3","4294967295","4294967295","0","0","0","8192","59","0","3","4294967295","0","0","65"
"181","Turn Summoned","5","1","3","2779","92","3","5","4320","8192","59","3","3","4294967295","0","0","66"
"182","Elemental Pact","5","1","3","4294967295","4294967295","0","0","0","8192","59","0","3","4294967295","0","0","67"
"183","Lifeburn","9","1","3","2755","4294967295","0","4","8640","2048","59","0","3","4294967295","0","0","68"
"184","Dead Mesmerization","3","1","3","2756","4294967295","0","5","4320","2048","59","0","3","4294967295","0","0","69"
"185","Fearstorm","5","1","3","2757","4294967295","0","6","4320","2048","59","0","3","4294967295","0","0","70"
"186","Flesh to Bone","3","1","3","2772","4294967295","0","7","7","2048","59","0","3","4294967295","0","0","71"
"187","Call to Corpse","6","1","3","2764","4294967295","0","8","4320","2048","59","0","3","4294967295","0","0","72"
"188","Divine Stun","9","1","3","2190","4294967295","0","9","30","8","59","0","3","4294967295","0","0","73"
"189","Improved Lay on Hands","5","1","3","4294967295","4294967295","0","0","0","8","59","0","3","4294967295","0","0","74"
"190","Slay Undead","3","3","3","4294967295","113","3","0","0","8","59","3","3","4294967295","0","0","75"
"193","Act of Valor","3","1","3","2775","4294967295","0","3","4320","8","59","0","3","4294967295","0","0","76"
"194","Holy Steed","5","1","3","2874","4294967295","0","0","1","8","59","0","3","4294967295","0","0","77"
"195","Fearless","6","1","3","4294967295","116","3","0","0","40","59","0","3","4294967295","0","0","78"
"196","2 Hand Bash","6","1","3","4294967295","4294967295","0","0","0","40","59","0","3","4294967295","0","0","79"
"197","Innate Camouflage","5","1","3","2765","4294967295","0","2","7","80","59","0","3","4294967295","0","0","80"
"198","Ambidexterity","9","1","3","4294967295","4294967295","0","0","0","33682","59","0","3","4294967295","0","0","81"
"199","Archery Mastery","3","3","3","4294967295","4294967295","0","0","0","16","59","3","3","4294967295","0","0","82"
"205","Endless Quiver","9","1","3","4294967295","4294967295","0","0","0","16","59","0","3","4294967295","0","0","84"
"206","Unholy Steed","5","1","3","2875","4294967295","0","0","1","32","59","0","3","4294967295","0","0","85"
"207","Improved Harm Touch","6","1","3","2821","4294967295","0","2","4320","32","59","0","3","4294967295","0","0","86"
"208","Leech Touch","6","1","3","2774","4294967295","0","2","4320","32","59","0","3","4294967295","0","0","87"
"210","Soul Abrasion","3","3","3","4294967295","4294967295","0","0","0","32","59","3","3","4294967295","0","0","89"
"213","Instrument Mastery","3","3","3","4294967295","4294967295","0","0","0","256","59","3","3","4294967295","0","0","90"
"225","Jam Fest","3","3","3","4294967295","4294967295","0","0","0","256","59","3","3","4294967295","0","0","94"
"230","Critical Mend","3","3","3","4294967295","74","3","0","0","128","59","3","3","4294967295","0","0","97"
"233","Purify Body","9","1","3","2742","4294967295","0","1","4320","128","59","0","3","4294967295","0","0","98"
"237","Rapid Feign","3","3","3","4294967295","4294967295","0","0","0","128","59","3","3","4294967295","0","0","100"
"240","Return Kick","3","3","3","4294967295","0","0","0","0","128","59","3","3","4294967295","0","0","101"
"243","Escape","9","1","3","4294967295","4294967295","0","1","4320","512","59","0","3","4294967295","0","0","102"
"244","Poison Mastery","3","3","3","4294967295","4294967295","0","0","0","512","59","3","3","6","0","0","103"
"247","Double Riposte","3","3","3","4294967295","4294967295","0","0","0","33466","59","3","3","4294967295","0","0","104"
"254","Purge Poison","5","1","3","4294967295","4294967295","0","0","4320","512","59","0","3","4294967295","0","0","107"
"255","Flurry","3","3","3","4294967295","113","3","0","0","2","59","3","3","4294967295","0","0","108"
"258","Rampage","5","1","3","4294967295","4294967295","0","1","600","2","59","0","3","4294967295","0","0","109"
"259","Area Taunt","5","1","3","0","4294967295","0","2","900","2","59","0","3","4294967295","0","0","110"
"260","Warcry","3","3","3","4294967295","116","3","3","2160","2","59","3","3","4294967295","0","0","111"
"263","Bandage Wound","3","3","3","4294967295","74","3","0","0","2","59","3","3","4294967295","0","0","112"
"266","Spell Casting Reinforcement Mastery","8","1","3","4294967295","86","3","0","0","17476","59","0","3","4294967295","0","0","113"
"267","Spell Casting Fury Mastery","3","3","3","4294967295","92","3","0","0","4096","59","3","3","4294967295","0","0","114"
"270","Extended Notes","3","3","3","4294967295","4294967295","0","0","0","256","59","3","3","4294967295","0","0","115"
"273","Dragon Punch","5","1","3","4294967295","4294967295","0","0","0","128","59","0","3","4294967295","0","0","116"
"274","Strong Root","5","1","3","2748","4294967295","0","4","4320","4096","59","0","3","4294967295","0","0","117"
"275","Singing Mastery","3","3","3","4294967295","4294967295","0","0","0","256","59","3","3","4294967295","0","0","118"
"278","Body and Mind Rejuvenation","5","1","3","4294967295","4294967295","0","0","0","33080","59","0","3","4294967295","0","0","119"
"279","Physical Enhancement","5","1","3","4294967295","4294967295","0","0","0","33722","59","0","3","4294967295","0","0","120"
"280","Adv. Trap Negotiation","3","3","3","4294967295","4294967295","0","0","0","768","59","3","3","4294967295","0","0","121"
"283","Acrobatics","3","3","3","4294967295","4294967295","0","0","0","896","59","3","3","4294967295","0","0","122"
"286","Scribble Notes","3","1","3","4294967295","4294967295","0","0","0","256","59","0","3","4294967295","0","0","123"
"287","Chaotic Stab","6","1","3","4294967295","4294967295","0","0","0","512","59","0","3","4294967295","0","0","124"
"288","Pet Discipline","6","1","3","4294967295","4294967295","0","0","0","44064","59","0","3","4294967295","0","0","125"
"289","Hobble of Spirits","5","1","3","3290","4294967295","0","3","300","32768","59","0","3","4294967295","0","0","126"
"290","Frenzy of Spirit","4","1","3","3289","4294967295","0","4","720","32768","59","0","3","4294967295","0","0","127"
"291","Paragon of Spirit","6","1","3","3291","4294967295","0","5","900","32768","59","0","3","4294967295","0","0","128"
"292","Advanced Innate Strength","1","10","4","4294967295","2","5","0","0","65534","61","0","4","4294967295","0","0","129"
"302","Advanced Innate Stamina","1","10","4","4294967295","7","5","0","0","65534","61","0","4","4294967295","0","0","130"
"312","Advanced Innate Agility","1","10","4","4294967295","12","5","0","0","65534","61","0","4","4294967295","0","0","131"
"322","Advanced Innate Dexterity","1","10","4","4294967295","17","5","0","0","65534","61","0","4","4294967295","0","0","132"
"332","Advanced Innate Intelligence","1","10","4","4294967295","22","5","0","0","65534","61","0","4","4294967295","0","0","133"
"342","Advanced Innate Wisdom","1","10","4","4294967295","27","5","0","0","65534","61","0","4","4294967295","0","0","134"
"352","Advanced Innate Charisma","1","10","4","4294967295","32","5","0","0","65534","61","0","4","4294967295","0","0","135"
"362","Warding of Solusek","1","10","4","4294967295","37","5","0","0","65534","61","0","4","4294967295","0","0","136"
"372","Blessing of E'ci","1","10","4","4294967295","42","5","0","0","65534","61","0","4","4294967295","0","0","137"
"382","Marr's Protection","1","10","4","4294967295","47","5","0","0","65534","61","0","4","4294967295","0","0","138"
"392","Shroud of The Faceless","1","10","4","4294967295","52","5","0","0","65534","61","0","4","4294967295","0","0","139"
"402","Bertoxxulous' Gift","1","10","4","4294967295","57","5","0","0","65534","61","0","4","4294967295","0","0","140"
"412","New Tanaan Crafting Mastery","3","6","1","4294967295","0","0","0","0","65534","51","0","1","6","0","0","141"
"418","Planar Power","2","5","4","4294967295","0","0","0","0","65534","61","0","4","4294967295","0","0","142"
"423","Planar Durability","3","3","4","4294967295","0","0","0","0","42","61","0","4","4294967295","0","0","143"
"426","Innate Enlightenment","3","5","4","4294967295","0","0","0","0","31812","61","0","4","4294967295","0","0","144"
"434","Advanced Healing Adept","2","3","5","4294967295","77","3","0","0","33884","62","2","4","4294967295","0","0","146"
"437","Advanced Healing Gift","2","3","5","4294967295","80","3","0","0","33884","62","1","4","4294967295","0","1","147"
"440","Coup de Grace","2","3","5","4294967295","119","3","0","0","33722","62","0","4","4294967295","0","0","148"
"443","Fury of the Ages","3","3","5","4294967295","113","3","0","0","33722","62","0","4","4294967295","0","0","149"
"446","Mastery of the Past","3","3","5","4294967295","101","3","0","0","31008","62","0","4","4294967295","0","0","150"
"449","Lightning Reflexes","3","5","5","4294967295","125","3","0","0","65534","61","0","4","4294967295","0","1","151"
"454","Innate Defense","3","5","5","4294967295","122","3","0","0","65534","61","0","4","4294967295","0","1","152"
"459","Radiant Cure","2","3","5","3297","0","0","8","180","1092","61","2","4","4294967295","0","0","153"
"477","Hastened Exodus","2","3","5","4294967295","140","1","0","0","4160","63","0","4","4294967295","0","0","159"
"480","Hastened Root","2","3","5","4294967295","274","1","0","0","4096","63","0","4","4294967295","0","0","160"
"483","Hastened Mending","2","3","5","4294967295","163","1","0","0","43008","63","0","4","4294967295","0","0","161"
"462","Hastened Divinity","2","3","5","4294967295","132","1","0","0","4","63","0","4","4294967295","0","0","154"
"468","Hastened Purification of the Soul","2","3","5","4294967295","136","1","0","0","4","63","0","4","4294967295","0","0","156"
"471","Hastened Gathering","2","3","5","4294967295","162","1","0","0","16384","63","0","4","4294967295","0","0","157"
"474","Hastened Rabidity","2","3","5","4294967295","153","1","0","0","1024","63","0","4","4294967295","0","0","158"
"486","Hastened Banishment","2","3","5","4294967295","181","1","0","0","8192","63","2","4","4294967295","0","0","162"
"489","Hastened Instigation","3","3","5","4294967295","259","1","0","0","2","63","0","4","4294967295","0","0","163"
"492","Furious Rampage","2","3","5","4294967295","258","1","0","0","2","63","0","4","4294967295","0","0","164"
"495","Hastened Purification of the Body","2","3","5","4294967295","233","1","0","0","128","63","0","4","4294967295","0","0","165"
"498","Hasty Exit","2","3","5","4294967295","243","1","0","0","512","63","0","4","4294967295","0","0","166"
"501","Hastened Purification","2","3","5","4294967295","254","1","0","0","512","63","0","4","4294967295","0","0","167"
"504","Flash of Steel","3","3","5","4294967295","249","3","0","0","33466","62","0","4","4294967295","0","0","168"
"507","Divine Arbitration","3","3","5","3252","0","0","9","180","4","61","0","4","4294967295","0","0","169"
"510","Wrath of the Wild","3","3","5","3255","0","0","4","240","64","61","0","4","4294967295","0","0","170"
"513","Virulent Paralysis","3","3","5","3274","0","0","4","120","1024","61","0","4","4294967295","0","0","171"
"516","Harvest of Druzzil","2","1","5","3338","0","0","5","480","4096","62","0","4","4294967295","0","0","172"
"517","Eldritch Rune","3","3","5","3258","0","0","4","600","16384","61","0","4","4294967295","0","0","173"
"520","Servant of Ro","3","3","5","3265","0","0","6","540","8192","61","0","4","4294967295","0","0","174"
"523","Wake the Dead","5","3","5","3268","0","0","9","540","2048","61","-1","4","4294967295","0","0","175"
"526","Suspended Minion","5","2","5","4294967295","0","0","0","1","60416","62","-2","4","4294967295","0","0","176"
"528","Spirit Call","4","3","5","3283","0","0","5","720","1024","61","-1","4","4294967295","0","0","177"
"531","Celestial Renewal","3","2","5","3250","131","1","4","900","4","63","3","4","4294967295","0","0","178"
"533","Allegiant Familiar","6","1","5","3264","155","1","8","420","4096","64","0","4","4294967295","0","0","179"
"534","Hand of Piety","3","3","5","3261","189","1","4","2160","8","61","0","4","4294967295","0","0","180"
"537","Mithaniel's Binding","3","2","5","4294967295","263","3","0","0","2","63","0","4","4294967295","0","0","181"
"539","Mending of the Tranquil","2","3","5","4294967295","230","3","0","0","128","63","2","4","4294967295","0","0","182"
"542","Raging Flurry","2","3","5","4294967295","255","3","0","0","2","63","2","4","4294967295","0","0","183"
"545","Guardian of the Forest","3","3","5","3271","0","0","3","900","16","61","0","4","4294967295","0","0","184"
"548","Spirit of the Wood","4","3","5","3277","0","0","5","1320","64","61","-1","4","4294967295","0","0","185"
"551","Bestial Frenzy","2","5","5","4294967295","0","0","0","0","32768","61","0","4","4294967295","0","0","186"
"556","Harmonious Attack","2","5","5","4294967295","0","0","0","0","256","61","0","4","4294967295","0","0","187"
"561","Knight's Advantage","2","3","5","4294967295","0","0","0","0","40","61","2","4","4294967295","0","0","188"
"564","Ferocity","3","3","5","4294967295","0","0","0","0","658","61","0","4","4294967295","0","2","189"
"567","Viscid Roots","5","1","5","4294967295","144","1","0","0","64","63","0","4","4294967295","0","0","190"
"568","Sionachie's Crescendo","2","3","5","4294967295","270","3","0","0","256","63","0","4","4294967295","0","0","191"
"571","Ayonaes Tutelage","2","3","5","4294967295","0","0","0","0","256","63","0","4","4294967295","0","0","192"
"574","Feigned Minion","3","3","5","4294967295","288","1","0","0","2048","61","0","4","4294967295","0","0","193"
"577","Unfailing Divinity","2","3","5","4294967295","0","0","0","0","4","61","2","4","4294967295","0","0","194"
"580","Animation Empathy","4","3","5","4294967295","0","0","0","0","16384","61","-1","4","4294967295","0","0","195"
"583","Rush to Judgment","2","3","5","4294967295","188","1","0","0","8","63","0","4","4294967295","0","0","196"
"586","Living Shield","2","3","5","4294967295","279","1","0","0","2","61","2","4","4294967295","0","0","197"
"589","Consumption of the Soul","3","3","5","4294967295","208","1","0","0","32","61","0","4","4294967295","0","0","198"
"592","Boastful Bellow","6","1","5","3282","113","1","2","18","256","63","0","4","4294967295","0","0","199"
"593","Fervent Blessing","3","3","5","4294967295","0","0","0","0","8","61","0","4","4294967295","0","0","200"
"596","Touch of the Wicked","2","3","5","4294967295","0","0","0","0","32","61","2","4","4294967295","0","0","201"
"599","Punishing Blade","2","3","5","4294967295","0","0","0","0","146","61","2","4","4294967295","0","0","202"
"602","Speed of the Knight","3","3","5","4294967295","0","0","0","0","40","61","0","4","4294967295","0","0","203"
"605","Shroud of Stealth","6","1","5","4294967295","0","0","0","0","512","63","0","4","4294967295","0","0","204"
"606","Nimble Evasion","1","5","5","4294967295","0","0","0","0","512","61","0","4","4294967295","0","0","205"
"611","Technique of Master Wu","2","5","5","4294967295","0","0","0","0","128","61","0","4","4294967295","0","0","206"
"616","Host of the Elements","5","3","5","3286","0","0","7","1320","8192","63","-1","4","4294967295","0","0","207"
"619","Call of Xuzl","3","3","5","3292","0","0","6","900","4096","61","-1","4","4294967295","0","0","208"
"622","Hastened Stealth","3","3","5","4294967295","0","0","0","0","512","61","0","4","4294967295","0","0","209"
"625","Ingenuity","1","3","5","4294967295","0","0","0","0","642","61","1","4","4294967295","0","0","210"
"628","Fleet of Foot","2","2","5","4294967295","0","0","0","0","256","62","2","4","4294967295","0","0","211"
"630","Fading Memories","6","1","5","4294967295","0","0","7","1","256","63","0","4","4294967295","0","0","212"
"631","Tactical Mastery","2","3","5","4294967295","0","0","0","0","2","61","1","4","4294967295","0","0","213"
"634","Theft of Life","1","3","5","4294967295","0","0","0","0","2080","61","1","4","4294967295","0","0","214"
"637","Fury of Magic","3","3","5","4294967295","92","3","0","0","27716","61","3","4","4294967295","0","0","215"
"640","Fury of Magic Mastery","2","3","5","4294967295","267","1","0","0","4096","61","2","4","4294967295","0","0","216"
"643","Project Illusion","4","1","5","582","158","1","0","1","16384","62","0","4","4294967295","0","0","217"
"644","Headshot","4","1","5","4294967295","199","1","0","0","16","62","0","4","4294967295","0","0","218"
"645","Entrap","4","1","5","3614","0","0","4","5","16","64","0","4","4294967295","0","0","219"
"646","Unholy Touch","2","3","5","4294967295","207","1","0","0","32","61","2","4","4294967295","0","0","220"
"649","Total Domination","2","3","5","4294967295","0","0","0","0","16384","61","2","4","4294967295","0","0","221"
"652","Stalwart Endurance","2","3","5","4294967295","0","0","0","0","2","61","2","4","4294967295","0","2","222"
"988","Fletching Mastery","3","3","7","4294967295","0","0","0","0","65534","59","3","7","6","0","0","83"
"1039","Hastened Turning","2","3","5","4294967295","133","1","0","0","4","63","0","4","4294967295","0","0","155"
"1034","Advanced Spell Casting Mastery","1","5","1","0","0","0","0","0","65534","0","0","3","2","0","0","145"
"1029","Quick Throw","1","5","1","0","0","0","0","0","65534","0","0","3","2","0","0","106"
"1024","Quick Hide","1","5","1","0","0","0","0","0","65534","0","0","3","2","0","0","105"
"1014","Sonic Call","1","5","1","0","0","0","0","0","65534","0","0","3","2","0","0","96"
"1019","Chain Combo","1","5","1","0","0","0","0","0","65534","0","0","3","2","0","0","99"
"1012","NOT USED","0","0","1","0","0","0","0","0","65534","0","0","3","2","0","0","93"
"1013","NOT USED","0","0","1","0","0","0","0","0","65534","0","0","3","2","0","0","95"
"1011","NOT USED","0","0","1","0","0","0","0","0","65534","0","0","3","2","0","0","92"
"1010","NOT USED","0","0","1","0","0","0","0","0","65534","0","0","3","2","0","0","91"
"1003","Innate Regeneration","1","3","1","4294967295","0","0","0","0","65534","51","0","3","4294967295","0","0","225"
"1000","Mental Clarity","2","3","2","4294967295","4294967295","0","0","0","64892","55","2","3","4294967295","0","0","224"
